SiteEUI(kBtu/sf)
45.79999924
96.40000153
57.20000076
133.3000031
68.19999695
6.800000191
61.5
81.69999695
94.80000305
110.8000031
136.1000061
70.80000305
61.29999924
119.5999985
19.5
45.5
85.80000305
56.29999924
21.70000076
85.40000153
93.09999847
44.0
47.0
66.90000153
61.09999847
44.09999847
9.300000191
44.40000153
80.30000305
63.5
52.70000076
87.90000153
89.30000305
55.29999924
62.0
57.20000076
37.70000076
122.8000031
74.69999695
45.20000076
52.5
93.19999695
89.30000305
85.90000153
76.0
33.70000076
13.19999981
60.29999924
105.1999969
27.29999924
54.29999924
106.0999985
41.09999847
105.0999985
59.59999847
55.59999847
133.1999969
40.70000076
3.0
59.29999924
77.40000153
15.19999981
18.5
62.29999924
91.19999695
33.70000076
74.40000153
129.6999969
85.19999695
42.90000153
57.40000153
132.8000031
29.5
62.09999847
60.90000153
110.3000031
69.5
51.5
67.5
93.40000153
124.9000015
42.5
20.0
50.59999847
87.69999695
125.5999985
91.40000153
31.5
25.70000076
57.20000076
31.10000038
86.69999695
90.69999695
102.3000031
43.0
87.69999695
60.70000076
31.79999924
73.80000305
38.5
59.20000076
75.19999695
34.70000076
27.20000076
66.69999695
19.70000076
40.0
0.0
37.20000076
100.5
32.29999924
8.199999809
51.70000076
43.29999924
87.0
68.69999695
62.20000076
17.10000038
64.40000153
16.10000038
79.5
71.0
45.0
48.79999924
24.89999962
39.5
48.0
32.0
64.69999695
33.29999924
76.80000305
24.89999962
36.70000076
42.79999924
65.80000305
100.3000031
52.29999924
56.29999924
39.29999924
38.70000076
72.90000153
25.70000076
99.30000305
126.0
28.29999924
5.800000191
74.09999847
39.90000153
72.90000153
48.40000153
28.70000076
9.0
41.5
68.59999847
120.5
25.5
20.20000076
72.80000305
28.89999962
52.09999847
51.90000153
44.0
84.59999847
37.0
43.20000076
62.20000076
68.5
101.5
76.59999847
132.3999939
97.30000305
94.69999695
34.09999847
130.1000061
34.70000076
37.59999847
34.5
47.70000076
46.79999924
20.5
44.29999924
73.19999695
28.39999962
46.59999847
16.20000076
49.90000153
36.0
74.30000305
44.70000076
35.90000153
29.79999924
59.29999924
53.0
27.0
48.59999847
29.10000038
104.5999985
44.09999847
52.70000076
89.40000153
83.59999847
102.6999969
87.40000153
56.70000076
54.29999924
52.0
51.29999924
43.5
115.8000031
117.4000015
39.20000076
104.0999985
48.0
74.5
27.29999924
20.0
56.29999924
25.60000038
19.39999962
37.5
40.90000153
83.59999847
68.5
26.60000038
53.0
54.5
65.90000153
92.69999695
25.89999962
43.70000076
98.69999695
46.5
62.09999847
33.29999924
25.79999924
73.80000305
71.59999847
23.39999962
30.39999962
24.70000076
53.40000153
18.20000076
47.20000076
40.79999924
61.5
65.0
50.29999924
38.70000076
8.5
30.10000038
107.5
18.39999962
45.5
108.0999985
28.89999962
38.59999847
41.70000076
32.70000076
40.90000153
118.4000015
91.59999847
16.39999962
78.19999695
26.29999924
34.90000153
53.70000076
39.5
36.0
34.09999847
71.30000305
36.20000076
29.60000038
45.79999924
39.79999924
89.19999695
106.5
67.69999695
80.5
56.0
55.29999924
52.20000076
46.5
21.5
63.20000076
81.5
12.10000038
108.9000015
24.79999924
43.0
47.09999847
72.40000153
59.40000153
46.09999847
48.29999924
87.69999695
72.40000153
108.5
68.30000305
58.79999924
45.5
67.59999847
71.59999847
133.3999939
124.0
108.6999969
73.5
51.40000153
33.70000076
24.70000076
23.20000076
34.79999924
63.29999924
46.09999847
38.20000076
42.20000076
55.0
46.90000153
38.0
74.69999695
56.20000076
85.09999847
102.1999969
30.60000038
55.0
34.40000153
56.5
90.69999695
62.79999924
31.39999962
52.5
60.5
31.39999962
54.59999847
75.0
19.0
83.30000305
27.5
38.79999924
75.80000305
58.40000153
37.70000076
36.59999847
38.40000153
92.69999695
38.29999924
31.60000038
27.5
35.90000153
0.0
39.5
33.09999847
21.79999924
15.80000019
35.5
70.40000153
49.40000153
3.5
56.70000076
41.5
15.89999962
34.29999924
44.79999924
72.40000153
128.5
40.29999924
40.0
16.89999962
43.70000076
123.5
7.099999905
65.19999695
25.60000038
72.19999695
79.59999847
104.0
56.59999847
3.599999905
68.69999695
13.30000019
74.0
66.59999847
62.79999924
59.79999924
14.30000019
81.0
54.70000076
59.0
4.400000095
35.09999847
21.89999962
44.40000153
19.79999924
38.90000153
30.0
73.19999695
18.89999962
84.69999695
14.30000019
42.40000153
19.39999962
48.40000153
5.099999905
52.90000153
71.80000305
26.0
21.0
73.69999695
26.10000038
84.19999695
58.0
48.0
60.0
18.39999962
51.0
40.0
14.0
48.29999924
46.59999847
7.199999809
6.5
31.60000038
15.89999962
20.89999962
17.60000038
44.90000153
18.0
9.300000191
34.0
20.39999962
36.59999847
37.20000076
13.5
42.59999847
43.79999924
48.20000076
34.29999924
43.90000153
2.099999905
78.40000153
50.20000076
72.80000305
42.70000076
40.5
44.0
29.5
24.10000038
19.70000076
36.79999924
46.70000076
16.29999924
64.19999695
69.09999847
96.0
10.39999962
29.10000038
32.0
29.60000038
84.09999847
31.0
10.80000019
46.20000076
45.40000153
106.4000015
24.79999924
58.29999924
33.20000076
11.60000038
31.79999924
47.59999847
31.0
44.5
69.30000305
10.10000038
53.29999924
118.0
21.70000076
61.40000153
34.29999924
43.20000076
27.29999924
34.70000076
107.1999969
30.89999962
36.09999847
30.20000076
25.20000076
81.40000153
61.40000153
63.90000153
40.20000076
68.19999695
94.69999695
77.0
43.59999847
70.0
49.70000076
42.20000076
134.0
42.70000076
79.59999847
33.70000076
55.40000153
33.20000076
43.20000076
28.10000038
44.0
21.5
15.60000038
22.79999924
10.10000038
18.79999924
5.5
32.70000076
35.0
9.5
15.80000019
20.60000038
39.5
42.29999924
53.59999847
69.19999695
0.0
74.80000305
60.70000076
65.90000153
68.40000153
58.5
14.60000038
82.5
125.1999969
52.40000153
8.100000381
74.90000153
86.0
69.90000153
75.59999847
8.0
78.90000153
43.09999847
56.09999847
86.90000153
52.90000153
53.59999847
65.19999695
51.40000153
47.40000153
37.29999924
42.40000153
21.70000076
90.90000153
51.0
40.70000076
42.09999847
95.5
27.70000076
41.59999847
100.5
86.80000305
65.40000153
50.59999847
62.40000153
111.4000015
60.29999924
49.5
63.90000153
53.29999924
136.3000031
98.40000153
30.79999924
26.60000038
32.90000153
57.5
40.70000076
58.20000076
49.5
67.0
39.59999847
38.0
15.89999962
84.69999695
38.20000076
51.79999924
56.40000153
48.40000153
40.70000076
105.9000015
31.79999924
113.4000015
83.80000305
56.40000153
52.70000076
60.70000076
56.79999924
62.59999847
55.59999847
57.29999924
50.5
20.70000076
54.20000076
28.10000038
72.80000305
45.59999847
21.29999924
37.29999924
134.5
38.40000153
116.4000015
15.19999981
